"id_pd","nombre_pd","direccion","nombre_institucional","id_provincia","id_departamento","id_localidad","cod_bahra_localidad","id_municipio","provincia","departamento","localidad","municipio","mail_institucional","latitud","longitud","horarios","link_facebook","estado"
"427","El Soberbio","Av Rivadavia 836","Edificio Municipal","AR-N","1546","8581","54056010000 ","MIS030","Misiones","Guarani","El Soberbio","El Soberbio","elsoberbio@puntodigital.gob.ar","-27.294285","-54.202541","Lunes 06:00 a 18:00 , Martes 06:00 a 18:00 , Miércoles 06:00 a 18:00 , Jueves 06:00 a 18:00 , Viernes 06:00 a 18:00 ","","Activo"
"428","General Lavalle","De la Serna 1120","Edificio Municipal","AR-B","1244","922","06336020000 ","BUE050","Buenos Aires","General Lavalle","General Lavalle","General Lavalle","generallavalle@puntodigital.gob.ar","-36.406516","-56.942480","Lunes 08:00 a 18:00 , Martes 08:00 a 14:00 - 17:00 a 18:00 , Miércoles 08:00 a 14:00 - 17:00 a 18:00 , Jueves 08:00 a 14:00 - 17:00 a 18:00 , Viernes 08:00 a 18:00 ","","Activo"
"430","Cipolletti","Domingo Savio 3325","Edificio Municipal","AR-R","1569","9167","62042400000 ","RNO009","Río Negro","General Roca","Cipolletti","Cipolletti","cipolletti@puntodigital.gob.ar","-38.9205584","-67.9512733","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","","Activo"
"432","Rosario de Lerma","EVA PERON S/N","Edificio Municipal","AR-A","1665","10233","66147030000 ","SAL047","Salta","Rosario de Lerma","Rosario de Lerma","Rosario de Lerma","rosariodelerma@puntodigital.gob.ar","-24.9861111","-65.5870776","Lunes 07:00 a 13:00 , Martes 07:00 a 13:00 , Miércoles 07:00 a 13:00 , Jueves 07:00 a 13:00 , Viernes 07:00 a 13:00 ","","Activo"
"433","El Carril","General Güemes 930","Edificio Municipal","AR-A","1667","9561","66042020000 ","SAL014","Salta","Chicoana","El Carril","El Carril","elcarril@puntodigital.gob.ar","-25.0780966","-65.4906218","Lunes 07:00 a 13:00 - 15:00 a 21:00 , Martes 07:00 a 13:00 - 15:00 a 21:00 , Miércoles 07:00 a 13:00 - 15:00 a 21:00 , Jueves 07:00 a 13:00 - 15:00 a 21:00 , Viernes 07:00 a 13:00 - 15:00 a 21:00 ","","Activo"
"434","Viedma I","Álvaro Barros y Juan M. de Rosas","Edificio Municipal","AR-R","1573","9042","62007090000 ","RNO037","Río Negro","Adolfo Alsina","Viedma","Viedma","viedma@puntodigital.gob.ar","-40.8169142","-63.0042510","Lunes 08:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 ","","Activo"
"435","Doblas","Sarmiento S/N","Edificio Municipal","AR-L","1490","7496","42007010000 ","LAP022","La Pampa","Atreuco","Doblas","Doblas","doblas@puntodigital.gob.ar","-37.14860341773856","-64.00992163692882","Lunes 18:00 a 21:00 , Martes 18:00 a 21:00 , Miércoles 08:00 a 10:00 - 18:00 a 21:00 , Jueves 08:00 a 10:00 - 18:00 a 21:00 , Viernes 18:00 a 21:00 ","","Temporalmente cerrado"
"436","General Fernández Oro","Sarmiento 338","Edificio Municipal","AR-R","1569","9173","62042440000 ","RNO017","Río Negro","General Roca","General Fernandez Oro","General Fernández Oro","fernandezoro@puntodigital.gob.ar","-38.952857","-67.921077","Lunes 07:00 a 14:00 , Martes 07:00 a 14:00 , Miércoles 07:00 a 14:00 , Jueves 07:00 a 14:00 , Viernes 07:00 a 14:00 ","","Activo"
"437","Ingeniero Huergo","Misiones 585","Edificio Municipal","AR-R","1569","9176","62042460000 ","RNO021","Río Negro","General Roca","Ingeniero Luis A. Huergo","Ingeniero Luis A. Huergo","ingenierohuergo@puntodigital.gob.ar","-39.065757","-67.236658","Lunes 13:30 a 19:00 , Martes 13:30 a 19:00 , Miércoles 13:30 a 19:00 , Jueves 13:30 a 19:00 , Viernes 13:30 a 19:00 ","","Activo"
"438","Comuna Luis Palacios","Juan Pablo Ravena 765","Edificio Municipal","AR-S","1687","11650","82119070000 ","SFE203","Santa Fe","San Lorenzo","Luis Palacios","Luis Palacios","luispalacios@puntodigital.gob.ar","-32.7805978","-60.9081746","Lunes 07:00 a 13:00 , Martes 07:00 a 13:00 , Miércoles 07:00 a 13:00 , Jueves 07:00 a 13:00 , Viernes 07:00 a 13:00 ","","Activo"
"440","Puan I","Garay 35","Edificio Municipal","AR-B","1294","1782","06651080000 ","BUE099","Buenos Aires","Puan","Puan","Puán","puan@puntodigital.gob.ar","-37.5434322","-62.7692872","Lunes 06:30 a 13:30 - 15:30 a 18:00 , Martes 06:30 a 13:30 , Miércoles 06:30 a 13:30 - 15:30 a 18:00 , Jueves 06:30 a 13:30 , Viernes 06:30 a 13:30 - 15:30 a 18:00 ","","Activo"
"441","Coronel Pringles","España 960","Edificio Municipal","AR-B","1225","579","06196010000 ","BUE031","Buenos Aires","Coronel Pringles","Coronel Pringles","Coronel Pringles","coronelpringles@puntodigital.gob.ar","-37.98796056339523","-61.350840087176906","Lunes 07:00 a 13:00 - 16:00 a 20:00 , Martes 07:00 a 13:00 - 16:00 a 20:00 , Miércoles 07:00 a 13:00 - 16:00 a 20:00 , Jueves 07:00 a 13:00 - 16:00 a 20:00 , Viernes 07:00 a 13:00 - 16:00 a 20:00 , Sábado 10:00 a 12:00 ","","Activo"
"442","San Agustín","Santa Fe y Cordoba","Edificio Municipal","AR-S","1700","11384","82070220000 ","SFE271","Santa Fe","Las Colonias","San Agustin","San Agustín","sanagustin@puntodigital.gob.ar","-31.6834386","-60.9376032","Lunes 08:00 a 12:00 - 18:00 a 20:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 , Viernes 08:00 a 12:00 ","","Activo"
"443","Tolhuin","Santiago Rupatini 51","Edificio Municipal","AR-V","1723","13535","94007020000 ","TDF002","Tierra del Fuego","Tolhuin","Tolhuin","Tolhuin","tolhuin@puntodigital.gob.ar","-54.50799","-67.191622","Lunes 09:00 a 13:00 , Martes 09:00 a 13:00 , Miércoles 09:00 a 13:00 , Jueves 09:00 a 13:00 , Viernes 09:00 a 13:00 ","","Activo"
"444","Río Grande","Pellegrini 520","Edificio Municipal","AR-V","1641","13534","94007010000 ","TDF001","Tierra del Fuego","Rio Grande","Rio Grande","Río Grande","riogrande@puntodigital.gob.ar","-53.768878","-67.717469","Lunes 10:00 a 18:00 , Martes 10:00 a 18:00 , Miércoles 10:00 a 18:00 , Jueves 10:00 a 18:00 , Viernes 10:00 a 18:00 ","","Activo"
"445","Magdalena","Rivadavia","Centro Cultural Barragán","AR-B","1271","1393","06505040000 ","BUE076","Buenos Aires","Magdalena","Magdalena","Magdalena","magdalena@puntodigital.gob.ar","-35.0800858","-57.5182027","Martes 09:00 a 11:00 , Miércoles 09:00 a 11:00 , Jueves 09:00 a 11:00 ","","Activo"
"446","Baradero","Sánchez de Bustamante 3045","Edificio Municipal","AR-B","1205","277","06070010000 ","BUE010","Buenos Aires","Baradero","Baradero","Baradero","baradero@puntodigital.gob,ar","-33.8221874","-59.5210649","Lunes 08:00 a 20:00 , Martes 08:00 a 20:00 , Miércoles 08:00 a 20:00 , Jueves 08:00 a 20:00 , Viernes 08:00 a 20:00 ","","Activo"
"447","San Fernando del Valle III (Punto Joven)","Av. Güemes 1000","PD San Fernando del Valle de Catamarca","AR-K","1343","2578","10049030000 ","CAT026","Catamarca","Capital","San Fernando del Valle de Catamarca","San Fernando del Valle de Catamarca","sanfernandocatamarca@puntodigital.gob.ar","-28.475950","-65.772131","Lunes 08:00 a 13:00 - 15:00 a 20:00 , Martes 08:00 a 13:00 - 15:00 a 20:00 , Miércoles 08:00 a 13:00 - 15:00 a 20:00 , Jueves 08:00 a 13:00 - 15:00 a 20:00 , Viernes 08:00 a 13:00 - 15:00 a 20:00 ","","Activo"
"448","Belén","Calle S/N S/N","CIC","AR-K","1333","2525","10035020000 ","CAT005","Catamarca","Belen","Belen","Belén","belen@puntodigital.gob.ar","-27.6723388","-67.0261967","Lunes 08:00 a 12:00 - 14:00 a 20:00 , Martes 08:00 a 12:00 - 14:00 a 20:00 , Miércoles 08:00 a 12:00 - 14:00 a 20:00 , Jueves 08:00 a 12:00 - 14:00 a 20:00 , Viernes 08:00 a 12:00 - 14:00 a 20:00 ","","Activo"
"449","El Puestito","Orosmayo S/N","Edificio Municipal","AR-T","1651","12994","90007000084 ","TUC034","Tucumán","Burruyacu","El Puestito","El Puestito","elpuestito@puntodigital.gob.ar","-26.420522","-64.7848244","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","","Activo"
"450","San Salvador de Jujuy V (C. C. Cafrune)","Av. Carlos Snopek S/N","Edificio Municipal","AR-Y","1474","7170","38021060000 ","JUJ047","Jujuy","Doctor Manuel Belgrano","San Salvador de Jujuy","San Salvador de Jujuy","cccafrune@puntodigital.gob.ar","-24.248402","-65.265139","Lunes 08:00 a 20:00 ","","Activo"
"451","Costa Sacate","Resistencia S/N","NIDO","AR-X","1398","3720","14119070000 ","CBA106","Córdoba","Rio Segundo","Costasacate","Costa Sacate","costasacate@puntodigital.gob.ar","-31.6459808","-63.767766","Lunes 09:00 a 18:00 , Martes 09:00 a 18:00 , Miércoles 09:00 a 18:00 , Jueves 09:00 a 18:00 , Viernes 09:00 a 18:00 ","","Activo"
"452","Rauch","Calle 9 bis 920","Edificio Municipal","AR-B","1298","1851","06672010000 ","BUE103","Buenos Aires","Rauch","Rauch","Rauch","rauch@puntodigital.gob.ar","-36.7746713","-59.0989747","Lunes 08:00 a 17:00 , Martes 08:00 a 17:00 , Miércoles 08:00 a 17:00 , Jueves 08:00 a 17:00 , Viernes 08:00 a 17:00 ","","Activo"
"453","Palma Sola","Av. Roberto Dardo Dominguez S/N","CIC","AR-Y","1468","7334","38070040000 ","JUJ032","Jujuy","Santa Barbara","Palma Sola","Palma Sola","palmasola@puntodigital.gob.ar","-23.9793078","-64.3109246","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","","Activo"
"455","Famatina I","Juan Domingo Perón s/n s/n","Edificio municipal","AR-F","1502","7784","46049070000 ","LRJ006","La Rioja","Famatina","Famatina","Famatina","famatina@puntodigital.gob,ar","-28.9240377","-67.520297","Lunes 09:00 a 22:00 , Martes 09:00 a 22:00 , Miércoles 09:00 a 22:00 , Jueves 09:00 a 22:00 , Viernes 09:00 a 22:00 ","","Activo"
"456","Rufino","San Lorenzo 280","Edificio Municipal","AR-S","1683","11155","82042220000 ","SFE266","Santa Fe","General Lopez","Rufino","Rufino","rufino@puntodigital.gob.ar","-34.2628964","-62.7115117","Lunes 09:00 a 12:00 - 16:00 a 19:00 , Martes 09:00 a 12:00 - 16:00 a 19:00 , Miércoles 09:00 a 12:00 - 16:00 a 19:00 , Jueves 09:00 a 12:00 - 16:00 a 19:00 , Viernes 09:00 a 12:00 - 16:00 a 19:00 ","","Activo"
"457","San Vicente (Santa Fe)","Boulevard Sarmiento 160","Edificio Municipal","AR-S","1689","11037","82021340000 ","SFE300","Santa Fe","Castellanos","San Vicente","San Vicente","sanvicentesantafe@puntodigital.gob.ar","-31.700770","-61.564396","Lunes 07:00 a 22:00 , Martes 07:00 a 22:00 , Miércoles 07:00 a 22:00 , Jueves 07:00 a 22:00 , Viernes 07:00 a 22:00 ","","Activo"
"458","Reconquista","Calle 64 1690","Edificio Municipal","AR-S","1695","11254","82049180000 ","SFE258","Santa Fe","General Obligado","Reconquista","Reconquista","reconquistasantafe@puntodigital.gob.ar","-29.1414616","-59.6730073","Lunes 08:00 a 12:00 - 14:00 a 18:00 , Martes 08:00 a 12:00 - 14:00 a 18:00 , Miércoles 08:00 a 12:00 - 14:00 a 18:00 , Jueves 08:00 a 12:00 - 14:00 a 18:00 , Viernes 08:00 a 12:00 - 14:00 a 18:00 , Sábado 08:00 a 12:00 - 14:00 a 18:00 ","","Activo"
"459","Lanteri","Héroes de Malvinas S/N","Edificio Municipal","AR-S","1695","11247","82049110000 ","SFE180","Santa Fe","General Obligado","Lanteri","Lanteri","lanteri@puntodigital.gob.ar","-28.8416822","-59.6393903","Lunes 08:00 a 22:00 - 10:00 a 20:00 , Martes 10:00 a 20:00 , Miércoles 08:00 a 22:00 - 10:00 a 20:00 , Jueves 10:00 a 20:00 , Viernes 08:00 a 18:00 - 08:00 a 22:00 - 08:00 a 22:30 ","","Activo"
"460","Cayastá","Rey Fernando y Álvaro Gil","CIC","AR-S","1699","11090","82035010000 ","SFE062","Santa Fe","Garay","Cayasta","Cayastá","cayasta@puntodigital.gob.ar","-31.2012953","-60.1652627","Lunes 08:00 a 12:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 , Viernes 08:00 a 12:00 ","","Activo"
"463","San Carlos Centro (Santa Fe)","Belgrano 1535","Institución Educativa","AR-S","1700","11385","82070230000 ","SFE276","Santa Fe","Las Colonias","San Carlos Centro","San Carlos Centro","sancarloscentro@puntodigital.gob.ar","-31.7377919","-61.0963796","Lunes 10:30 a 16:30 , Martes 11:00 a 17:00 , Miércoles 06:45 a 12:45 , Jueves 14:45 a 20:45 , Viernes 06:45 a 12:45 ","","Activo"
"464","Centeno","Catamarca y Juan José Castelli S/N","CIC","AR-S","1693","11575","82105080000 ","SFE064","Santa Fe","San Jeronimo","Centeno","Centeno","centeno@puntodigital.gob.ar","-32.2909799","-61.4040003","","","Activo"
"466","San Justo","Sábato 2150","Edificio Municipal","AR-S","1690","11635","82112130000 ","SFE295","Santa Fe","San Justo","San Justo","San Justo","sanjusto@puntodigital.gob.ar","-30.7871427","-60.5862082","Lunes 08:00 a 11:00 - 14:00 a 20:00 , Martes 08:00 a 11:00 - 14:00 a 20:00 , Miércoles 08:00 a 11:00 - 14:00 a 20:00 , Jueves 08:00 a 11:00 - 14:00 a 20:00 , Viernes 08:00 a 11:00 - 14:00 a 20:00 ","","Activo"
"467","Murphy","San Martin 342","CIC","AR-S","1683","11154","82042210000 ","SFE225","Santa Fe","General Lopez","Murphy","Murphy","murphy@puntodigital.gob.ar","-33.6435375","-61.860323","Lunes 08:00 a 15:00 , Martes 08:00 a 15:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 16:30 - 18:00 a 19:00 , Viernes 08:00 a 15:00 , Sábado 20:00 a 22:00 ","","Activo"
"471","Laguna Paiva","Moreno 1688","Edificio Municipal","AR-S","1694","11319","82063080000 ","SFE178","Santa Fe","La Capital","Laguna Paiva","Laguna Paiva","lagunapaiva@puntodigital.gob.ar","-31.3020734","-60.6685974","Lunes 07:00 a 13:00 - 15:00 a 21:00 , Martes 07:00 a 13:00 - 14:00 a 20:00 , Miércoles 07:00 a 13:00 - 15:00 a 21:00 , Jueves 07:00 a 13:00 - 14:00 a 20:00 , Viernes 07:00 a 13:00 - 15:00 a 21:00 ","","Activo"
"473","Hernando","General Paz 213","Biblioteca Popular","AR-X","1388","4106","14161060000 ","CBA148","Córdoba","Tercero Arriba","Hernando","Hernando","hernando@puntodigital.gob.ar","-32.4234254","-63.7351489","Lunes 07:00 a 14:00 , Martes 07:00 a 14:00 , Miércoles 07:00 a 14:00 , Jueves 07:00 a 14:00 , Viernes 07:00 a 14:00 ","","Activo"
"475","Estación Juárez Celman","Los Girasoles S/ N","Edificio Municipal","AR-X","1383","3006","14021320001 ","CBA131","Córdoba","Colon","Juarez Celman","Estación Juárez Celman","juarezcelman@puntodigital.gob.ar","-31.2739491","-64.168858","Lunes 09:00 a 20:00 , Martes 09:00 a 20:00 , Miércoles 09:00 a 20:00 , Jueves 09:00 a 20:00 , Viernes 09:00 a 20:00 , Domingo 18:00 a 20:00 ","","Activo"
"476","Ciudad de Córdoba III (Parque Educativo Zona Noroeste)","Macha S/N","Edificio Municipal","AR-X","1406","2940","14014010000 ","CBA100","Córdoba","Capital","Cordoba","Córdoba","parquenoroeste@puntodigital.gob.ar","-31.316191","-64.28211","Lunes 11:00 a 17:00 , Martes 11:00 a 17:00 , Miércoles 11:00 a 17:00 , Jueves 11:00 a 17:00 , Viernes 11:00 a 17:00 ","","Activo"
"477","Álvarez","Bv San Martín S/N","Edificio Municipal","AR-S","1684","11464","82084030000 ","SFE008","Santa Fe","Rosario","Alvarez","Álvarez","alvarez@puntodigital.gob.ar","-33.132024","-60.802069","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","","Activo"
"480","Río Primero","Av. Mitre 10","Edificio Municipal","AR-X","1394","3627","14105240000 ","CBA306","Córdoba","Rio Primero","Rio Primero","Río Primero","rioprimero@puntodigital.gob.ar","-31.3322799","-63.6231185","Lunes 07:00 a 14:00 , Martes 07:00 a 14:00 , Miércoles 07:00 a 14:00 , Jueves 07:00 a 14:00 , Viernes 07:00 a 14:00 ","","Activo"
"481","Monte Cristo","General Paz esq. Sarmiento S/N","Biblioteca Popular","AR-X","1394","3622","14105190000 ","CBA258","Córdoba","Rio Primero","Montecristo","Monte Cristo","montecristo@puntodigital.gob.ar","-31.3437265","-63.9433694","Lunes 08:00 a 20:00 , Martes 08:00 a 20:00 , Miércoles 08:00 a 20:00 , Jueves 08:00 a 20:00 , Viernes 08:00 a 20:00 ","","Activo"
"482","Morteros","Bv. Bergrano 800","Edificio Municipal","AR-X","1387","3950","14140300000 ","CBA264","Córdoba","San Justo","Morteros","Morteros","morteros@puntodigital.gob.ar","-30.708783","-62.006242","Lunes 08:00 a 13:00 - 14:00 a 19:00 , Martes 08:00 a 13:00 - 14:00 a 16:00 , Miércoles 08:00 a 13:19 - 14:00 a 16:10 , Jueves 08:00 a 13:00 - 14:00 a 19:00 , Viernes 08:00 a 13:00 ","","Activo"
"484","Valle Hermoso","Avenida General Paz 257","Edificio Municipal","AR-X","1396","3439","14091240000 ","CBA378","Córdoba","Punilla","Valle Hermoso","Valle Hermoso","vallehermoso@puntodigital.gob.ar","-31.1206409","-64.4826485","Lunes 08:00 a 14:00 - 14:00 a 20:00 , Martes 08:00 a 14:00 - 14:00 a 20:00 , Miércoles 08:00 a 14:00 - 14:00 a 20:00 , Jueves 08:00 a 14:00 - 14:00 a 20:00 , Viernes 08:00 a 14:00 - 14:00 a 20:00 ","","Activo"
"485","Colonia Carlos Pellegrini","Yaguareté S/N","Edificio Municipal","AR-W","1415","4809","18147010000 ","COR007","Corrientes","San Martin","Colonia Carlos Pellegrini","Colonia Carlos Pellegrini","Coloniapellegrini@puntodigital.gob.ar","-28.536479","-57.1723852","","","Activo"
"486","Mburucuyá","Alsina y Dr. Lucio Quintana S/N","CIC","AR-W","1429","4635","18098010000 ","COR035","Corrientes","Mburucuya","Mburucuya","Mburucuyá","mburucuya@puntodigital.gob.ar","-28.0571766","-58.22644","Lunes 09:00 a 11:00 - 18:00 a 20:00 , Martes 09:00 a 11:00 , Miércoles 09:00 a 11:00 - 18:00 a 20:00 , Jueves 09:00 a 12:00 - 18:00 a 21:00 , Viernes 09:00 a 12:00 - 18:00 a 20:00 ","","Activo"
"487","Riachuelo","Juan José Echazarreta 130","Edificio Municipal","AR-W","1419","4303","18021040000 ","COR048","Corrientes","Capital","Riachuelo","Riachuelo","riachuelo@puntodigital.gob.ar","-27.5822404","-58.7459779","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","","Activo"
"489","Arroyito","Av. Arturo Illia 360","Edificio Municipal","AR-X","1387","3922","14140030000 ","CBA020","Córdoba","San Justo","Arroyito","Arroyito","arroyito@puntodigital.gob.ar","-31.418201","-63.045909","Lunes 07:00 a 14:00 , Martes 07:00 a 14:00 , Miércoles 07:00 a 14:00 , Jueves 07:00 a 14:00 , Viernes 07:00 a 14:00 ","","Activo"
"491","La Cruz","Sarmiento 376","Edificio Municipal","AR-X","1391","2902","14007070000 ","CBA168","Córdoba","Calamuchita","La Cruz","La Cruz","lacruz@puntodigital.gob.ar","-32.3030877","-64.4856328","Martes 16:00 a 20:00 , Miércoles 16:00 a 20:00 , Jueves 16:00 a 20:00 ","","Activo"
"494","Villa San Isidro","Soler S/N","Edificio Municipal","AR-X","1389","4039","14147360000 ","CBA419","Córdoba","Santa Maria","Villa San Isidro - Jose de la Quintana","Villa San Isidro","villasanisidro@puntodigital.gob.ar","-31.8236299","-64.3941995","Lunes 07:30 a 13:30 - 17:00 a 20:00 , Martes 07:30 a 13:30 - 17:00 a 20:00 , Miércoles 07:30 a 13:30 - 17:00 a 20:00 , Jueves 07:30 a 13:30 , Viernes 07:30 a 13:30 , Sábado 09:00 a 13:00 ","","Activo"
"499","Ramallo","Irigoyen 48","Edificio Municipal","AR-B","1297","1823","06665040000 ","BUE102","Buenos Aires","Ramallo","Ramallo","Ramallo","ramallo@puntodigital.gob.ar","-33.5026436","-60.0646079","Lunes 08:00 a 12:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 , Viernes 08:00 a 12:00 ","","Activo"
"500","General Villegas I","Belgrano 229","Institución Educativa","AR-B","1251","1072","06392050000 ","BUE057","Buenos Aires","General Villegas","General Villegas","General Villegas","generalvillegas@puntodigital.gob.ar","-35.0301493","-63.0187207","Lunes 08:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 ","","Activo"
"502","San Miguel del Monte","Tierra del Fuego sn","CIC","AR-B","1278","1484","06547020000 ","BUE083","Buenos Aires","Monte","San Miguel del Monte","Monte","sanmigueldelmonte@puntodigital.gob.ar","-35.456547","-58.828594","Lunes 08:00 a 12:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 , Viernes 08:00 a 12:00 ","","Activo"
"503","Salsacate","Pampa de Pocho 50","Edificio Municipal","AR-X","1402","3361","14077040000 ","CBA316","Córdoba","Pocho","Salsacate","Salsacate","salsacate@puntodigital.gob.ar","-31.3186814","-65.097614","Lunes 08:00 a 17:00 , Martes 09:00 a 20:00 , Miércoles 09:00 a 20:00 , Jueves 09:00 a 20:00 , Viernes 09:00 a 20:00 , Sábado 16:00 a 20:00 ","","Activo"
"505","Las Flores II","Av. Gral. Paz 594","Institución Educativa","AR-B","1263","1244","06455030000 ","BUE069","Buenos Aires","Las Flores","Las Flores","Las Flores","lasflores2@puntodigital.gob.ar","-36.0185522","-59.1042711","Lunes 08:00 a 12:00 - 14:00 a 20:00 , Martes 08:00 a 12:00 - 14:00 a 20:00 , Miércoles 08:00 a 12:00 - 14:00 a 20:00 , Jueves 08:00 a 12:00 - 14:00 a 20:00 , Viernes 08:00 a 12:00 - 14:00 a 20:00 ","","Activo"
"506","Sacanta","Belgrano 626","Edificio Municipal","AR-X","1387","3955","14140350000 ","CBA311","Córdoba","San Justo","Sacanta","Sacanta","sacanta@puntodigital.gob.ar","-31.6629527","-63.0506496","Lunes 08:00 a 13:00 - 17:30 a 19:30 , Martes 08:00 a 13:00 - 17:30 a 19:00 , Miércoles 08:00 a 13:00 - 16:00 a 20:00 , Jueves 08:00 a 13:00 - 15:30 a 21:30 - 16:00 a 20:00 , Viernes 08:00 a 13:00 - 15:00 a 19:30 ","","Activo"
"507","Laborde","Sarmiento 298","Edificio Municipal","AR-X","1384","4261","14182150000 ","CBA192","Córdoba","Union","Laborde","Laborde","laborde@puntodigital.gob.ar","-33.1546044","-62.8575895","Lunes 08:00 a 12:00 - 18:00 a 20:00 , Martes 08:00 a 12:00 - 18:00 a 20:00 , Miércoles 08:00 a 12:00 - 18:00 a 20:00 , Jueves 08:00 a 12:00 - 18:00 a 20:00 , Viernes 08:00 a 12:00 - 18:00 a 20:00 ","","Activo"
"508","Villarino","José de San Martín 526","Edificio Municipal","AR-B","1328","2371","06875030000 ","BUE133","Buenos Aires","Villarino","Hilario Ascasubi","Villarino","villarino@puntodigital.gob.ar","-39.375476","-62.649469","Lunes 07:00 a 18:00 , Martes 07:00 a 18:00 , Miércoles 07:00 a 18:00 , Jueves 07:00 a 18:00 , Viernes 07:00 a 18:00 ","","Activo"
"509","Leandro N. Alem I (Vedia)","Av. 25 de Mayo 462","Edificio Municipal","AR-B","1264","1259","06462050000 ","BUE070","Buenos Aires","Leandro N. Alem","Leandro N. Alem","Leandro N. Alem","alem@puntodigital.gob.ar","-34.4931059","-61.5474162","Lunes 08:00 a 14:00 , Martes 08:00 a 14:00 , Miércoles 08:00 a 14:00 , Jueves 08:00 a 14:00 , Viernes 08:00 a 14:00 ","","Activo"
"510","Bella Vista (Tucumán)","Avenida Garcia y Belgrano 0000","Edificio Municipal","AR-T","1644","13298","90056010000 ","TUC013","Tucumán","Leales","Bella Vista","Bella Vista","bellavistatucuman@puntodigital.gob.ar","-27.0336933","-65.3061529","Lunes 07:30 a 12:00 - 14:00 a 18:00 , Martes 07:30 a 12:00 - 14:00 a 18:00 , Miércoles 07:30 a 12:00 - 14:00 a 20:00 , Jueves 07:30 a 12:00 - 14:00 a 18:00 , Viernes 07:30 a 12:00 - 14:00 a 18:00 ","","Activo"
"513","Justiniano Posse","9 De Julio 780","Biblioteca Popular","AR-X","1384","4260","14182140000 ","CBA160","Córdoba","Union","Justiniano Posse","Justiniano Posse","justinianoposse@puntodigital.gob.ar","-32.883067","-62.678763","Lunes 07:00 a 12:00 - 17:00 a 19:00 , Martes 07:00 a 12:00 - 17:00 a 19:00 , Miércoles 07:00 a 12:00 - 17:00 a 19:00 , Jueves 07:00 a 12:00 - 17:00 a 19:00 , Viernes 07:00 a 12:00 - 17:00 a 19:00 ","","Activo"
"514","Gobernador Maciá","Diagonal Raúl Alfonsín 175","Edificio Municipal","AR-E","1446","6311","30091090000 ","ERI035","Entre Ríos","Tala","Macia","Maciá","macia@puntodigital.gob.ar","-32.1738833","-59.3991","Lunes 16:30 a 20:30 , Martes 08:00 a 12:00 - 16:30 a 20:30 , Miércoles 08:00 a 12:00 - 16:30 a 20:30 , Jueves 08:00 a 12:00 - 16:30 a 20:30 , Viernes 08:00 a 12:00 - 16:30 a 20:30 ","","Activo"
"516","San Fernando del Valle IV","Jorge Luis Borges esp. Ramón Acuña S/N","San Fernando del Valle de Catamarca / Catamarca","AR-K","1343","2578","10049030000 ","CAT026","Catamarca","Capital","San Fernando del Valle de Catamarca","San Fernando del Valle de Catamarca","sanfernandocatamarca2@puntodigital.gob.ar","-28.4993417","-65.7851382","Lunes 07:00 a 12:00 , Martes 07:00 a 12:00 , Miércoles 07:00 a 12:00 , Jueves 07:00 a 12:00 , Viernes 07:00 a 12:00 ","","Activo"
"519","Río Colorado","Belgrano 590","Edificio Municipal","AR-R","1577","9216","62063020000 ","RNO031","Río Negro","Pichi Mahuida","Rio Colorado","Río Colorado","riocolorado@puntodigital.gob.ar","-38.9931511","-64.0999113","Lunes 08:00 a 12:00 - 15:00 a 20:00 , Martes 08:00 a 12:00 - 15:00 a 20:00 , Miércoles 08:00 a 12:00 - 15:00 a 20:00 , Jueves 08:00 a 12:00 - 15:00 a 20:00 , Viernes 08:00 a 12:00 - 15:00 a 20:00 , Sábado 16:00 a 20:00 ","","Activo"
